2022-02-14 06:06:24,085 DEBUG [background-preinit] logging: Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2022-02-14 06:06:24,446 INFO  [main] ErpSystemApp: The following profiles are active: prod,api-docs
2022-02-14 06:06:27,130 INFO  [main] WebConfigurer: Web application configuration, using profiles: prod
2022-02-14 06:06:27,130 INFO  [main] WebConfigurer: Web application fully configured
2022-02-14 06:06:30,767 WARN  [main] HazelcastInstanceFactory: Hazelcast is starting in a Java modular environment (Java 9 and newer) but without proper access to required Java packages. Use additional Java arguments to provide Hazelcast access to Java internal API. The internal API access is used to get the best performance results. Arguments to be used:
 --add-modules java.se --add-exports java.base/jdk.internal.ref=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/java.nio=ALL-UNNAMED --add-opens java.base/sun.nio.ch=ALL-UNNAMED --add-opens java.management/sun.management=ALL-UNNAMED --add-opens jdk.management/com.sun.management.internal=ALL-UNNAMED
2022-02-14 06:06:30,863 INFO  [main] system: [172.18.0.3]:5701 [dev] [4.1.5] Hazelcast 4.1.5 (20210817 - 270c5be) starting at [172.18.0.3]:5701
2022-02-14 06:06:31,200 INFO  [main] DiscoveryService: [172.18.0.3]:5701 [dev] [4.1.5] No discovery strategy is applicable for auto-detection
2022-02-14 06:06:31,248 INFO  [main] Node: [172.18.0.3]:5701 [dev] [4.1.5] Using Multicast discovery
2022-02-14 06:06:31,252 WARN  [main] CPSubsystem: [172.18.0.3]:5701 [dev] [4.1.5] CP Subsystem is not enabled. CP data structures will operate in UNSAFE mode! Please note that UNSAFE mode will not provide strong consistency guarantees.
2022-02-14 06:06:31,481 INFO  [main] Diagnostics: [172.18.0.3]:5701 [dev] [4.1.5] Diagnostics disabled. To enable add -Dhazelcast.diagnostics.enabled=true to the JVM arguments.
2022-02-14 06:06:31,491 INFO  [main] LifecycleService: [172.18.0.3]:5701 [dev] [4.1.5] [172.18.0.3]:5701 is STARTING
2022-02-14 06:06:34,092 INFO  [main] ClusterService: [172.18.0.3]:5701 [dev] [4.1.5] 

Members {size:1, ver:1} [
	Member [172.18.0.3]:5701 - b5329958-d104-49a0-873f-282f74c45ee2 this
]

2022-02-14 06:06:34,101 INFO  [main] LifecycleService: [172.18.0.3]:5701 [dev] [4.1.5] [172.18.0.3]:5701 is STARTED
2022-02-14 06:06:35,470 INFO  [main] HazelcastCacheRegionFactory: Starting up HazelcastCacheRegionFactory
2022-02-14 06:06:35,473 INFO  [main] IHazelcastInstanceFactory: Using existing HazelcastInstance [erpSystem].
2022-02-14 06:06:37,230 WARN  [main] RestClient: request [GET http://10.60.27.22:9200/] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:37,269 WARN  [main] VersionInfo: Version mismatch in between Elasticsearch Client and Cluster: 7.12.1 - 7.13.3
2022-02-14 06:06:37,336 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/dealer?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:37,679 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/dealer?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:37,791 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/invoice?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:37,990 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/invoice?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:38,077 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/payment?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:38,275 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/payment?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:38,331 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/paymentlabel?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:38,550 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/paymentlabel?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:38,617 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/signedpayment?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:38,824 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/signedpayment?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:38,912 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/fixedassetacquisition?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:39,119 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/fixedassetacquisition?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:39,230 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/fileupload?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:39,439 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/fileupload?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:39,545 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/fixedassetdepreciation?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:39,752 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/fixedassetdepreciation?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:39,823 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/fixedassetnetbookvalue?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:40,028 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/fixedassetnetbookvalue?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:40,114 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/paymentcategory?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:40,358 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/paymentcategory?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:40,529 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/messagetoken?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:40,723 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/messagetoken?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:40,737 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@d750a
2022-02-14 06:06:40,737 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@38ebee36
2022-02-14 06:06:40,737 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@2053e50a
2022-02-14 06:06:40,737 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@674d14ff
2022-02-14 06:06:40,737 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@c038839
2022-02-14 06:06:40,737 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@6bfe4dd1
2022-02-14 06:06:40,737 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@54ba8e11
2022-02-14 06:06:40,738 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@5bdf8295
2022-02-14 06:06:40,738 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@4b8d9b97
2022-02-14 06:06:40,786 WARN  [main] RestClient: request [HEAD http://10.60.27.22:9200/filetype?ignore_throttled=false&ignore_unavailable=false&expand_wildcards=open%2Cclosed&allow_no_indices=false] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:40,973 WARN  [main] RestClient: request [PUT http://10.60.27.22:9200/filetype?master_timeout=30s&timeout=30s] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-14 06:06:40,980 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@66e33cea
2022-02-14 06:06:40,980 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@5b81d35c
2022-02-14 06:06:40,980 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@2676ac68
2022-02-14 06:06:40,981 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@7b3b791b
2022-02-14 06:06:40,987 INFO  [main] FileUploadProcessorChain: Adding new file-upload processor io.github.erp.internal.framework.fileProcessing.BatchSupportedFileUploadProcessor@4c00efa
