2021-12-06 04:36:01,781 DEBUG [background-preinit] logging: Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2021-12-06 04:36:02,169 INFO  [main] ErpSystemApp: The following profiles are active: prod,api-docs
2021-12-06 04:36:04,925 INFO  [main] WebConfigurer: Web application configuration, using profiles: prod
2021-12-06 04:36:04,926 INFO  [main] WebConfigurer: Web application fully configured
2021-12-06 04:36:08,351 WARN  [main] HazelcastInstanceFactory: Hazelcast is starting in a Java modular environment (Java 9 and newer) but without proper access to required Java packages. Use additional Java arguments to provide Hazelcast access to Java internal API. The internal API access is used to get the best performance results. Arguments to be used:
 --add-modules java.se --add-exports java.base/jdk.internal.ref=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/java.nio=ALL-UNNAMED --add-opens java.base/sun.nio.ch=ALL-UNNAMED --add-opens java.management/sun.management=ALL-UNNAMED --add-opens jdk.management/com.sun.management.internal=ALL-UNNAMED
2021-12-06 04:36:08,458 INFO  [main] system: [172.18.0.3]:5701 [dev] [4.1.5] Hazelcast 4.1.5 (20210817 - 270c5be) starting at [172.18.0.3]:5701
2021-12-06 04:36:08,836 INFO  [main] DiscoveryService: [172.18.0.3]:5701 [dev] [4.1.5] No discovery strategy is applicable for auto-detection
2021-12-06 04:36:08,897 INFO  [main] Node: [172.18.0.3]:5701 [dev] [4.1.5] Using Multicast discovery
2021-12-06 04:36:08,903 WARN  [main] CPSubsystem: [172.18.0.3]:5701 [dev] [4.1.5] CP Subsystem is not enabled. CP data structures will operate in UNSAFE mode! Please note that UNSAFE mode will not provide strong consistency guarantees.
2021-12-06 04:36:09,158 INFO  [main] Diagnostics: [172.18.0.3]:5701 [dev] [4.1.5] Diagnostics disabled. To enable add -Dhazelcast.diagnostics.enabled=true to the JVM arguments.
2021-12-06 04:36:09,166 INFO  [main] LifecycleService: [172.18.0.3]:5701 [dev] [4.1.5] [172.18.0.3]:5701 is STARTING
2021-12-06 04:36:11,627 INFO  [main] ClusterService: [172.18.0.3]:5701 [dev] [4.1.5] 

Members {size:1, ver:1} [
	Member [172.18.0.3]:5701 - 47322ea7-ed20-46d9-a0b6-d18ea34ebb99 this
]

2021-12-06 04:36:11,635 INFO  [main] LifecycleService: [172.18.0.3]:5701 [dev] [4.1.5] [172.18.0.3]:5701 is STARTED
2021-12-06 04:36:12,782 INFO  [main] HazelcastCacheRegionFactory: Starting up HazelcastCacheRegionFactory
2021-12-06 04:36:12,784 INFO  [main] IHazelcastInstanceFactory: Using existing HazelcastInstance [erpSystem].
