2022-02-07 05:33:46,312 DEBUG [background-preinit] logging: Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2022-02-07 05:33:47,160 INFO  [main] ErpSystemApp: The following profiles are active: prod,api-docs
2022-02-07 05:33:49,988 INFO  [main] WebConfigurer: Web application configuration, using profiles: prod
2022-02-07 05:33:49,989 INFO  [main] WebConfigurer: Web application fully configured
2022-02-07 05:33:54,074 WARN  [main] HazelcastInstanceFactory: Hazelcast is starting in a Java modular environment (Java 9 and newer) but without proper access to required Java packages. Use additional Java arguments to provide Hazelcast access to Java internal API. The internal API access is used to get the best performance results. Arguments to be used:
 --add-modules java.se --add-exports java.base/jdk.internal.ref=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/java.nio=ALL-UNNAMED --add-opens java.base/sun.nio.ch=ALL-UNNAMED --add-opens java.management/sun.management=ALL-UNNAMED --add-opens jdk.management/com.sun.management.internal=ALL-UNNAMED
2022-02-07 05:33:54,186 INFO  [main] system: [172.18.0.3]:5701 [dev] [4.1.5] Hazelcast 4.1.5 (20210817 - 270c5be) starting at [172.18.0.3]:5701
2022-02-07 05:33:54,582 INFO  [main] DiscoveryService: [172.18.0.3]:5701 [dev] [4.1.5] No discovery strategy is applicable for auto-detection
2022-02-07 05:33:54,641 INFO  [main] Node: [172.18.0.3]:5701 [dev] [4.1.5] Using Multicast discovery
2022-02-07 05:33:54,646 WARN  [main] CPSubsystem: [172.18.0.3]:5701 [dev] [4.1.5] CP Subsystem is not enabled. CP data structures will operate in UNSAFE mode! Please note that UNSAFE mode will not provide strong consistency guarantees.
2022-02-07 05:33:54,951 INFO  [main] Diagnostics: [172.18.0.3]:5701 [dev] [4.1.5] Diagnostics disabled. To enable add -Dhazelcast.diagnostics.enabled=true to the JVM arguments.
2022-02-07 05:33:54,964 INFO  [main] LifecycleService: [172.18.0.3]:5701 [dev] [4.1.5] [172.18.0.3]:5701 is STARTING
2022-02-07 05:33:57,231 INFO  [main] ClusterService: [172.18.0.3]:5701 [dev] [4.1.5] 

Members {size:1, ver:1} [
	Member [172.18.0.3]:5701 - 2c663823-9f2c-4124-920d-f91d00a6c57c this
]

2022-02-07 05:33:57,240 INFO  [main] LifecycleService: [172.18.0.3]:5701 [dev] [4.1.5] [172.18.0.3]:5701 is STARTED
2022-02-07 05:33:59,155 INFO  [main] HazelcastCacheRegionFactory: Starting up HazelcastCacheRegionFactory
2022-02-07 05:33:59,157 INFO  [main] IHazelcastInstanceFactory: Using existing HazelcastInstance [erpSystem].
2022-02-07 05:34:01,063 WARN  [main] RestClient: request [GET http://10.60.27.22:9200/] returned 1 warnings: [299 Elasticsearch-7.13.3-5d21bea28db1e89ecc1f66311ebdec9dc3aa7d64 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.13/security-minimal-setup.html to enable security."]
2022-02-07 05:34:01,106 WARN  [main] VersionInfo: Version mismatch in between Elasticsearch Client and Cluster: 7.12.1 - 7.13.3
